Feature,Baseline Accuracy,Permuted Accuracy,Accuracy Difference
HomeTeamOverallForm_MA_1,0.5444839857651246,0.5359430604982206,0.008540925266903976
HomeTeamHomeForm_MA_1,0.5444839857651246,0.5444839857651246,0.0
HomeTeamAwayForm_MA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomeTeamGoalsScored_MA_1,0.5444839857651246,0.5366548042704626,0.007829181494661941
HomeTeamGoalsConceded_MA_1,0.5444839857651246,0.5444839857651246,0.0
HomeTeamGoalDifference_MA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomeTeamHomeGoalsScored_MA_1,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamAwayGoalsScored_MA_1,0.5444839857651246,0.5387900355871886,0.005693950177935947
HomeTeamHomeGoalsConceded_MA_1,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamAwayGoalsConceded_MA_1,0.5444839857651246,0.5444839857651246,0.0
HomeTeamHomeGoalDifference_MA_1,0.5444839857651246,0.5423487544483987,0.002135231316725883
HomeTeamAwayGoalDifference_MA_1,0.5444839857651246,0.5387900355871886,0.005693950177935947
HomeTeamOverallForm_EMA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomeTeamHomeForm_EMA_1,0.5444839857651246,0.5459074733096086,-0.00142348754448407
HomeTeamAwayForm_EMA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomeTeamGoalsScored_EMA_1,0.5444839857651246,0.5423487544483987,0.002135231316725883
HomeTeamGoalsConceded_EMA_1,0.5444839857651246,0.5380782918149466,0.006405693950177982
HomeTeamGoalDifference_EMA_1,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamHomeGoalsScored_EMA_1,0.5444839857651246,0.5437722419928827,0.000711743772241924
HomeTeamAwayGoalsScored_EMA_1,0.5444839857651246,0.5444839857651246,0.0
HomeTeamHomeGoalsConceded_EMA_1,0.5444839857651246,0.5380782918149467,0.006405693950177871
HomeTeamAwayGoalsConceded_EMA_1,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamHomeGoalDifference_EMA_1,0.5444839857651246,0.5459074733096086,-0.00142348754448407
HomeTeamAwayGoalDifference_EMA_1,0.5444839857651246,0.5473309608540925,-0.002846975088967918
AwayTeamOverallForm_MA_1,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamHomeForm_MA_1,0.5444839857651246,0.5359430604982206,0.008540925266903976
AwayTeamAwayForm_MA_1,0.5444839857651246,0.5409252669039146,0.003558718861209953
AwayTeamGoalsScored_MA_1,0.5444839857651246,0.5437722419928825,0.000711743772242035
AwayTeamGoalsConceded_MA_1,0.5444839857651246,0.5380782918149466,0.006405693950177982
AwayTeamGoalDifference_MA_1,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamHomeGoalsScored_MA_1,0.5444839857651246,0.5395017793594306,0.004982206405694023
AwayTeamAwayGoalsScored_MA_1,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwayTeamHomeGoalsConceded_MA_1,0.5444839857651246,0.5352313167259786,0.009252669039146011
AwayTeamAwayGoalsConceded_MA_1,0.5444839857651246,0.5451957295373665,-0.000711743772241924
AwayTeamHomeGoalDifference_MA_1,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamAwayGoalDifference_MA_1,0.5444839857651246,0.5416370106761567,0.002846975088967918
AwayTeamOverallForm_EMA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamHomeForm_EMA_1,0.5444839857651246,0.5395017793594306,0.004982206405694023
AwayTeamAwayForm_EMA_1,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamGoalsScored_EMA_1,0.5444839857651246,0.5444839857651246,0.0
AwayTeamGoalsConceded_EMA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamGoalDifference_EMA_1,0.5444839857651246,0.5409252669039146,0.003558718861209953
AwayTeamHomeGoalsScored_EMA_1,0.5444839857651246,0.5480427046263345,-0.003558718861209953
AwayTeamAwayGoalsScored_EMA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamHomeGoalsConceded_EMA_1,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamAwayGoalsConceded_EMA_1,0.5444839857651246,0.5409252669039146,0.003558718861209953
AwayTeamHomeGoalDifference_EMA_1,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamAwayGoalDifference_EMA_1,0.5444839857651246,0.5437722419928827,0.000711743772241924
HomeTeamOverallForm_MA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamHomeForm_MA_3,0.5444839857651246,0.5423487544483987,0.002135231316725883
HomeTeamAwayForm_MA_3,0.5444839857651246,0.5430604982206406,0.001423487544483959
HomeTeamGoalsScored_MA_3,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamGoalsConceded_MA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamGoalDifference_MA_3,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamHomeGoalsScored_MA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamAwayGoalsScored_MA_3,0.5444839857651246,0.5430604982206406,0.001423487544483959
HomeTeamHomeGoalsConceded_MA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamAwayGoalsConceded_MA_3,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamHomeGoalDifference_MA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamAwayGoalDifference_MA_3,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamOverallForm_EMA_3,0.5444839857651246,0.5366548042704626,0.007829181494661941
HomeTeamHomeForm_EMA_3,0.5444839857651246,0.5395017793594306,0.004982206405694023
HomeTeamAwayForm_EMA_3,0.5444839857651246,0.5444839857651246,0.0
HomeTeamGoalsScored_EMA_3,0.5444839857651246,0.5451957295373666,-0.000711743772242035
HomeTeamGoalsConceded_EMA_3,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomeTeamGoalDifference_EMA_3,0.5444839857651246,0.5487544483985765,-0.004270462633451877
HomeTeamHomeGoalsScored_EMA_3,0.5444839857651246,0.5466192170818506,-0.002135231316725994
HomeTeamAwayGoalsScored_EMA_3,0.5444839857651246,0.5459074733096085,-0.001423487544483959
HomeTeamHomeGoalsConceded_EMA_3,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomeTeamAwayGoalsConceded_EMA_3,0.5444839857651246,0.5451957295373666,-0.000711743772242035
HomeTeamHomeGoalDifference_EMA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamAwayGoalDifference_EMA_3,0.5444839857651246,0.5437722419928827,0.000711743772241924
AwayTeamOverallForm_MA_3,0.5444839857651246,0.5395017793594306,0.004982206405694023
AwayTeamHomeForm_MA_3,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwayTeamAwayForm_MA_3,0.5444839857651246,0.5459074733096085,-0.001423487544483959
AwayTeamGoalsScored_MA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
AwayTeamGoalsConceded_MA_3,0.5444839857651246,0.5409252669039146,0.003558718861209953
AwayTeamGoalDifference_MA_3,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamHomeGoalsScored_MA_3,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamAwayGoalsScored_MA_3,0.5444839857651246,0.5451957295373665,-0.000711743772241924
AwayTeamHomeGoalsConceded_MA_3,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamAwayGoalsConceded_MA_3,0.5444839857651246,0.5451957295373666,-0.000711743772242035
AwayTeamHomeGoalDifference_MA_3,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamAwayGoalDifference_MA_3,0.5444839857651246,0.5437722419928827,0.000711743772241924
AwayTeamOverallForm_EMA_3,0.5444839857651246,0.5395017793594306,0.004982206405694023
AwayTeamHomeForm_EMA_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
AwayTeamAwayForm_EMA_3,0.5444839857651246,0.5437722419928825,0.000711743772242035
AwayTeamGoalsScored_EMA_3,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamGoalsConceded_EMA_3,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamGoalDifference_EMA_3,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamHomeGoalsScored_EMA_3,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwayTeamAwayGoalsScored_EMA_3,0.5444839857651246,0.5395017793594306,0.004982206405694023
AwayTeamHomeGoalsConceded_EMA_3,0.5444839857651246,0.5345195729537366,0.009964412811387935
AwayTeamAwayGoalsConceded_EMA_3,0.5444839857651246,0.5409252669039146,0.003558718861209953
AwayTeamHomeGoalDifference_EMA_3,0.5444839857651246,0.5437722419928825,0.000711743772242035
AwayTeamAwayGoalDifference_EMA_3,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamOverallForm_MA_5,0.5444839857651246,0.5387900355871886,0.005693950177935947
HomeTeamHomeForm_MA_5,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamAwayForm_MA_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamGoalsScored_MA_5,0.5444839857651246,0.5451957295373665,-0.000711743772241924
HomeTeamGoalsConceded_MA_5,0.5444839857651246,0.5444839857651246,0.0
HomeTeamGoalDifference_MA_5,0.5444839857651246,0.5395017793594306,0.004982206405694023
HomeTeamHomeGoalsScored_MA_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamAwayGoalsScored_MA_5,0.5444839857651246,0.5437722419928827,0.000711743772241924
HomeTeamHomeGoalsConceded_MA_5,0.5444839857651246,0.5444839857651246,0.0
HomeTeamAwayGoalsConceded_MA_5,0.5444839857651246,0.5459074733096086,-0.00142348754448407
HomeTeamHomeGoalDifference_MA_5,0.5444839857651246,0.5423487544483987,0.002135231316725883
HomeTeamAwayGoalDifference_MA_5,0.5444839857651246,0.5451957295373665,-0.000711743772241924
HomeTeamOverallForm_EMA_5,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamHomeForm_EMA_5,0.5444839857651246,0.5423487544483987,0.002135231316725883
HomeTeamAwayForm_EMA_5,0.5444839857651246,0.5416370106761565,0.002846975088968029
HomeTeamGoalsScored_EMA_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamGoalsConceded_EMA_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
HomeTeamGoalDifference_EMA_5,0.5444839857651246,0.5473309608540925,-0.002846975088967918
HomeTeamHomeGoalsScored_EMA_5,0.5444839857651246,0.5416370106761565,0.002846975088968029
HomeTeamAwayGoalsScored_EMA_5,0.5444839857651246,0.5437722419928825,0.000711743772242035
HomeTeamHomeGoalsConceded_EMA_5,0.5444839857651246,0.5395017793594306,0.004982206405694023
HomeTeamAwayGoalsConceded_EMA_5,0.5444839857651246,0.5430604982206406,0.001423487544483959
HomeTeamHomeGoalDifference_EMA_5,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeTeamAwayGoalDifference_EMA_5,0.5444839857651246,0.5437722419928825,0.000711743772242035
AwayTeamOverallForm_MA_5,0.5444839857651246,0.5459074733096086,-0.00142348754448407
AwayTeamHomeForm_MA_5,0.5444839857651246,0.5480427046263345,-0.003558718861209953
AwayTeamAwayForm_MA_5,0.5444839857651246,0.5459074733096086,-0.00142348754448407
AwayTeamGoalsScored_MA_5,0.5444839857651246,0.5416370106761567,0.002846975088967918
AwayTeamGoalsConceded_MA_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
AwayTeamGoalDifference_MA_5,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamHomeGoalsScored_MA_5,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwayTeamAwayGoalsScored_MA_5,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamHomeGoalsConceded_MA_5,0.5444839857651246,0.5373665480427046,0.007117437722420017
AwayTeamAwayGoalsConceded_MA_5,0.5444839857651246,0.5444839857651246,0.0
AwayTeamHomeGoalDifference_MA_5,0.5444839857651246,0.5380782918149466,0.006405693950177982
AwayTeamAwayGoalDifference_MA_5,0.5444839857651246,0.5451957295373666,-0.000711743772242035
AwayTeamOverallForm_EMA_5,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamHomeForm_EMA_5,0.5444839857651246,0.5423487544483987,0.002135231316725883
AwayTeamAwayForm_EMA_5,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwayTeamGoalsScored_EMA_5,0.5444839857651246,0.5444839857651246,0.0
AwayTeamGoalsConceded_EMA_5,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamGoalDifference_EMA_5,0.5444839857651246,0.5402135231316726,0.004270462633451988
AwayTeamHomeGoalsScored_EMA_5,0.5444839857651246,0.5395017793594306,0.004982206405694023
AwayTeamAwayGoalsScored_EMA_5,0.5444839857651246,0.5387900355871886,0.005693950177935947
AwayTeamHomeGoalsConceded_EMA_5,0.5444839857651246,0.5373665480427047,0.007117437722419906
AwayTeamAwayGoalsConceded_EMA_5,0.5444839857651246,0.5444839857651246,0.0
AwayTeamHomeGoalDifference_EMA_5,0.5444839857651246,0.5373665480427046,0.007117437722420017
AwayTeamAwayGoalDifference_EMA_5,0.5444839857651246,0.5402135231316726,0.004270462633451988
HomePointsPerMatchDay,0.5444839857651246,0.5323843416370106,0.012099644128113929
AwayPointsPerMatchDay,0.5444839857651246,0.5395017793594306,0.004982206405694023
PointsDifferencePerMatch,0.5444839857651246,0.5373665480427046,0.007117437722420017
TimeSinceSeasonStart,0.5444839857651246,0.5430604982206406,0.001423487544483959
SeasonReset,0.5444839857651246,0.5444839857651246,0.0
HomeSmoothedPoints_1,0.5444839857651246,0.5380782918149467,0.006405693950177871
AwaySmoothedPoints_1,0.5444839857651246,0.5423487544483987,0.002135231316725883
SmoothedPointsDifference_1,0.5444839857651246,0.5466192170818506,-0.002135231316725994
HomeSmoothedPoints_3,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwaySmoothedPoints_3,0.5444839857651246,0.5466192170818506,-0.002135231316725994
SmoothedPointsDifference_3,0.5444839857651246,0.5416370106761567,0.002846975088967918
HomeSmoothedPoints_5,0.5444839857651246,0.5430604982206406,0.001423487544483959
AwaySmoothedPoints_5,0.5444839857651246,0.5430604982206406,0.001423487544483959
SmoothedPointsDifference_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
H2H_HomeWinRate_1,0.5444839857651246,0.5487544483985765,-0.004270462633451877
H2H_AwayWinRate_1,0.5444839857651246,0.5473309608540926,-0.002846975088968029
H2H_GoalDifference_1,0.5444839857651246,0.5416370106761565,0.002846975088968029
H2H_HomeWinRate_3,0.5444839857651246,0.5359430604982206,0.008540925266903976
H2H_AwayWinRate_3,0.5444839857651246,0.5444839857651246,0.0
H2H_GoalDifference_3,0.5444839857651246,0.5359430604982206,0.008540925266903976
H2H_HomeWinRate_5,0.5444839857651246,0.5352313167259786,0.009252669039146011
H2H_AwayWinRate_5,0.5444839857651246,0.5409252669039146,0.003558718861209953
H2H_GoalDifference_5,0.5444839857651246,0.5359430604982206,0.008540925266903976
